name,url,url_resolved,homepage,favicon,country,countrycode,state,codec,bitrate,geo_lat,geo_long,Music Genre,Decade,Topic,Lang,Mood
" ARROBA FM 98.5 (Tepic) - 98.5 FM - XHEPIC-FM - Radiorama Nayarit - Tepic, Nayarit",https://stream.zeno.fm/csvzw6ypu98uv,https://stream-159.zeno.fm/csvzw6ypu98uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJjc3Z6dzZ5cHU5OHV2IiwiaG9zdCI6InN0cmVhbS0xNTkuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiTDBTdGRSbWtUM202RXpXNmZJaUo0QSIsImlhdCI6MTc1MDAzODA3OCwiZXhwIjoxNzUwMDM4MTM4fQ.eqrSob6dodXW95Q_apZcnUTaMafaGH3IMETDXhDmtUs,https://www.arroba.fm/Tepic,https://thumbnail.anii.io/mx/radio-arroba-fm-98-5-fm-tepic-mexico.webp,Mexico,MX,"Tepic, Nayarit",MP3,0,21.513251378976847,-104.89119529724124,"hits,pop,rock",,,spanish,
" ARROBA FM 99.3 (León) - 99.3 FM - XHSD-FM - Radiorama Bajío - León, Guanajuato",https://stream.zeno.fm/883nc8g9d78uv,https://stream-156.zeno.fm/883nc8g9d78uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiI4ODNuYzhnOWQ3OHV2IiwiaG9zdCI6InN0cmVhbS0xNTYuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiQ0dmNDU3cVRUNW1qaGx6ZDZwcHpOZyIsImlhdCI6MTc1MDA0MjUxMywiZXhwIjoxNzUwMDQyNTczfQ.qTGQIH15RDbTHjebTIoHY9JHiDC2uCghWuICtW4lPls,https://www.arroba.fm/Leon,https://thumbnail.anii.io/mx/radio-arroba-fm-99-3-fm-leon-mexico.webp,Mexico,MX,"León, Guanajuato",MP3,0,21.125460107405065,-101.6831874847412,"hits,pop,rock",,,spanish,
" ARROBA FM 99.7 (Durango) - 99.7 FM - XHOH-FM - Radiorama Durango - Durango, Durango",https://stream.zeno.fm/pp1aypg9d78uv,https://stream-158.zeno.fm/pp1aypg9d78uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJwcDFheXBnOWQ3OHV2IiwiaG9zdCI6InN0cmVhbS0xNTguemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiM2hZcW93ZHNTQkNBSjcyb0JxV3llUSIsImlhdCI6MTc1MDA2MTM1NywiZXhwIjoxNzUwMDYxNDE3fQ.G91X_-wvd-kpp5VHhakvyGcfvT9j1eLSw2vvd3wXx4w,https://www.arroba.fm/Durango,https://thumbnail.anii.io/mx/radio-arroba-fm-99-7-fm-durango-mexico.webp,Mexico,MX,"Durango, Durango",MP3,0,24.024755278153265,-104.65456008911134,"hits,pop,reggae / world,rock",,,spanish,
" ARYA 88.5 (Mérida) - 88.5 FM - XHRRF-FM - Península Studios - Mérida, Yucatán",https://s1.voscast.com:10271/stream,https://s1.voscast.com:10271/stream,https://arya.mx/,https://thumbnail.anii.io/mx/radio-arya-88-5-fm-merida-mexico.webp,Mexico,MX,"Mérida, Yucatán",AAC,192,20.968738143951693,-89.62251663208009,"pop,rock",,,spanish,
" AZTLÁN RADIO 550 (Tepic) - 550 AM - XEGNAY-AM - Sistema de Radio y Televisión de Nayarit - Tepic, Nayarit",https://stream.zeno.fm/h1t89686h0hvv,https://stream-176.zeno.fm/h1t89686h0hvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJoMXQ4OTY4NmgwaHZ2IiwiaG9zdCI6InN0cmVhbS0xNzYuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiQ2U1THJ2NzhRQ09GcTBBTk9kejUwUSIsImlhdCI6MTc0OTkyOTc4OCwiZXhwIjoxNzQ5OTI5ODQ4fQ.gEqNPuWyI-FmfaG1HWQyExPRlu0TJuv7kULGFRmJ5ZY,https://aztlanradio.nayarit.gob.mx/,https://cdn-profiles.tunein.com/s335644/images/logod.png,Mexico,MX,"Tepic, Nayarit",MP3,0,21.515609462731053,-104.89145278930664,,,"culture,news,talk",spanish,
" BACK FM 100.9 (Piedras Negras) - 100.9 FM - XHVM-FM - Grupo Zócalo - Piedras Negras, Coahuila",https://playerservices.streamtheworld.com/api/livestream-redirect/XHVMFMAAC.aac,https://27283.live.streamtheworld.com:443/XHVMFMAAC.aac,https://player.listenlive.co/29751/es,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/XHVM_BackFM100.9_logo.png/220px-XHVM_BackFM100.9_logo.png,Mexico,MX,"Piedras Negras, Coahuila",AAC+,32,28.704949952499817,-100.5170488357544,"hits,oldies,rock",,,"english,spanish",
" BJB 570 (Monterrey) - 570 AM - XEBJB-AM - Grupo Radio Alegría - Monterrey, Nuevo León",https://playerservices.streamtheworld.com/api/livestream-redirect/ROMANTICA_1340AMAAC.aac,https://15723.live.streamtheworld.com:443/ROMANTICA_1340AMAAC.aac,https://www.gruporadioalegria.mx/,https://static-media.streema.com/media/cache/d4/40/d4409aeae99360c5c556e5f5f82e2d4c.png,Mexico,MX,"Monterrey, Nuevo León",AAC+,48,25.68141048571951,-100.31538963317873,musica regionale messicana,,,spanish,
 Bremen Zwei NEU,https://icecast.radiobremen.de/rb/bremenzwei/live/mp3/128/stream.mp3,https://f131.rndfnk.com/ard/rb/bremenzwei/live/mp3/128/stream.mp3?cid=01FC1W5VF6FKTYZ6QVPEDGQZYJ&sid=2yZvwA7cdP5OEQVnwzFnohKxOn6&token=zvkH-5UIoqhv7CzmgJGfOKa8XKSzfU4oRJy2cOzETis&tvf=MwugG4eFSRhmMTMxLnJuZGZuay5jb20,https://www.bremenzwei.de/,https://www.bremenzwei.de/static/img/favicons/apple-touch-icon-180.png?v=4,Germany,DE,Bremen,MP3,128,53.079067535458144,8.805541992187502,,,"community,culture,information",german,
 BUENISIIMA 1530 y 1590 (CDMX) - 1530 AM - XEUR-AM - Grupo Audiorama Comunicaciones - Ciudad de México,http://s1.audiorama.mx:6678/stream,http://s1.audiorama.mx:6678/stream,https://www.audiorama.mx/radio/buenisiima,https://i.postimg.cc/9095cqQw/Buenisiima-1530.png,Mexico,MX,Ciudad de México,MP3,64,19.433210068868128,-99.13538932800292,reggae / world,,,spanish,
 BUENISIIMA 1530 y 1590 (CDMX) - 1590 AM - XEVOZ-AM - Grupo Audiorama Comunicaciones - Ciudad de México,http://s1.audiorama.mx:6648/stream,http://s1.audiorama.mx:6648/stream,https://www.audiorama.mx/radio/buenisiima,,Mexico,MX,Ciudad de México,MP3,64,19.433428941166248,-99.1532662510872,reggae / world,,,spanish,
" BUENISIIMA 88.5 (Cuernavaca) - 88.5 FM - XHCM-FM - Grupo Audiorama Comunicaciones - Cuernavaca, Morelos",http://s1.audiorama.mx:6628/stream,http://s1.audiorama.mx:6628/stream,https://audiorama.mx/estacion/buenisima-cuernavaca-88-5-fm,https://cdn-profiles.tunein.com/s87735/images/logod.png,Mexico,MX,"Cuernavaca, Morelos",MP3,128,18.922487669936725,-99.23375129699708,musica regionale messicana,,,spanish,
" CANDELA 570 (Morelia) - 570 AM - XELQ-AM - Cadena RASA - Morelia, Michoacán",http://s2.mexside.net:9088/stream2,http://s2.mexside.net:9088/stream2,https://cadenarasa.com/michoacan/morelia/candela,https://cdn-radiotime-logos.tunein.com/s88444g.png,Mexico,MX,"Morelia, Michoacán",MP3,128,19.704619702148708,-101.19189262390138,"musica regionale messicana,reggae / world",,,spanish,
" CANDELA 91.1 (Uruapan) - 91.1 FM - XHFN-FM - Cadena RASA - Uruapan, Michoacán",http://sp3.servidorrprivado.com:3334/stream,http://sp3.servidorrprivado.com:3334/stream,https://cadenarasa.com/michoacan/uruapan/candela,https://cdn-radiotime-logos.tunein.com/s90766d.png,Mexico,MX,"Uruapan, Michoacán",MP3,64,19.416373486795777,-102.05208778381348,"musica regionale messicana,reggae / world",,,spanish,
" D99 98.9 (MTY) - 98.9 FM - XHJD-FM - Multimedios Radio - Monterrey, Nuevo León",https://playerservices.streamtheworld.com/api/livestream-redirect/D99AAC.aac,https://27573.live.streamtheworld.com:443/D99AAC.aac,https://www.iheart.com/live/d99-989-monterrey-9459/,https://i.iheart.com/v3/re/new_assets/6286d9dd4820546084492257,Mexico,MX,"Monterrey, Nuevo León",AAC+,128,25.68323066420562,-100.31736373901369,rock,,,spanish,
" DIGIMIX 95 95.9 (La Paz) - 95.9 FM - XHPAL-FM - Promomedios California - La Paz, Baja California",https://stream.zeno.fm/pgs4nreif6yvv,https://stream-170.zeno.fm/pgs4nreif6yvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJwZ3M0bnJlaWY2eXZ2IiwiaG9zdCI6InN0cmVhbS0xNzAuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoibFZRcGdYSFVTVHF5blFLVzVQTTJXUSIsImlhdCI6MTc1MDA2NDU3OSwiZXhwIjoxNzUwMDY0NjM5fQ.gJMknFQSb9qgCvQpU9ZeghOIT_NXhapMeitbICcm0RU,https://www.digimix95.com/jp.html,https://upload.wikimedia.org/wikipedia/en/0/05/XHPAL_Digimix95_logo.jpg,Mexico,MX,"La Paz, Baja California Sur",AAC,0,24.162343330311952,-110.3156089782715,"hits,oldies",,,"english,spanish",
" DIGITAL 102.9 (MTY) - 102.9 FM - XHMG-FM - Grupo Radio Alegría - Monterrey, Nuevo León",https://playerservices.streamtheworld.com/api/livestream-redirect/DIGITAL_1029FMAAC.aac,https://14843.live.streamtheworld.com:443/DIGITAL_1029FMAAC.aac,https://www.gruporadioalegria.mx/,https://thumbnail.anii.io/mx/radio-digital-monterrey-102-9-fm-monterrey-mexico.webp,Mexico,MX,"Monterrey, Nuevo León",AAC+,48,25.68656154299991,-100.31375885009768,"hits,pop",,,spanish,
" DIGITAL 103.1 (Ciudad Acuña) - 103.1 FM - XHKD-FM - RCG Media - Ciudad Acuña, Coahuila",https://radio.rcg.com.mx:7005/stream,https://radio.rcg.com.mx:7005/stream,https://rcgmedia.mx/radio/digital-acuna-103-1-fm,https://api.rcgmedia.mx/uploads/digitalacuna103_1_5be777044d.png,Mexico,MX,"Ciudad Acuña, Coahuila",MP3,96,29.325732729373403,-100.93457221984865,rock,,,spanish,
" DIGITAL 89 89.5 (Tonalá) - 89.5 FM - XHNAL-FM - Radio Chiapas - Tonalá, Chiapas",http://streamingcwsradio10.com:9346/;,http://streamingcwsradio10.com:9346/;,http://radiotvycine.chiapas.gob.mx/,https://upload.wikimedia.org/wikipedia/en/4/43/XHNAL_digital89_logo.png,Mexico,MX,"Tonalá, Chiapas",AAC+,48,16.09082682815858,-93.75582218170167,,,,spanish,
" DK 1250 (GDL) - 1250 AM - XEDK-AM - Radiorama de Occidente - Guadalajara, Jalisco",https://sp2.servidorrprivado.com:10947/;,https://sp2.servidorrprivado.com:10947/;,https://dk1250.mx/,https://cdn-profiles.tunein.com/s87941/images/logod.png,Mexico,MX,"Guadalajara, Jalisco",AAC+,64,20.67290397567901,-103.33971977233888,,,"news,talk",spanish,
 EL FONÓGRAFO - 690 AM - XEN-AM - Grupo Radio Centro - Ciudad de México,https://playerservices.streamtheworld.com/api/livestream-redirect/XEN_AMAAC.aac,https://18803.live.streamtheworld.com:443/XEN_AMAAC.aac,https://elfonografo.mx/,,Mexico,MX,Ciudad de México,AAC+,32,19.43730512148139,-99.13616180419923,rock,,,spanish,love
 EL FONÓGRAFO 690 (CDMX) - 690 AM - XEN-AM - Grupo Radio Centro - Ciudad de México,https://playerservices.streamtheworld.com/api/livestream-redirect/XEN_AMAAC.aac,https://14843.live.streamtheworld.com:443/XEN_AMAAC.aac,https://elfonografo.mx/,https://cdn-profiles.tunein.com/s16514/images/logod.jpg,Mexico,MX,Ciudad de México,AAC+,32,19.434666998742035,-99.1326427459717,rock,,,spanish,love
" EL FONÓGRAFO, Música las 24 horas (CDMX) - Online - Grupo Radio Centro - Ciudad de México",https://playerservices.streamtheworld.com/api/livestream-redirect/XEJP_AMAAC.aac,https://17643.live.streamtheworld.com:443/XEJP_AMAAC.aac,https://elfonografo.mx/,https://i.iheart.com/v3/re/new_assets/5ef0cb167ec97a064f3322d1,Mexico,MX,Ciudad de México,AAC+,32,19.43395750587891,-99.13397312164308,"oldies,pop,reggae / world",,,spanish,
" EL HERALDO RADIO 106.5 (Istmo) - 106.5 FM - XHSCCK- FM - Heraldo Media Group - Salina Cruz, Oaxaca",https://s1.voscast.com:10827/stream.mp3,,https://heraldodemexico.com.mx/heraldo-istmo.html,https://thumbnail.anii.io/mx/el-heraldo-radio-106-5-fm-istmo-mexico.webp,Mexico,MX,"Salina Cruz, Oaxaca",,0,16.184925126651322,-95.1984214782715,,,news,spanish,
 EL HERALDO RADIO 98.5 (CDMX) - 98.5 FM - XHDL-FM - Heraldo Media Group - Ciudad de México,http://stream.radiojar.com/g33sp4yqd6quv,http://n0b.radiojar.com/g33sp4yqd6quv?rj-ttl=5&rj-tok=AAABl3fxzWUAhRSljX9p5SJqHQ,https://heraldodemexico.com.mx/radio/,https://i.iheart.com/v3/re/new_assets/5f2b2f358a19fc0df00598cd,Mexico,MX,Ciudad de México,AAC,0,19.436085975168535,-99.13667678833008,,,news,"english,spanish",
" EL KUINO 96.1 (La Piedad) - 96.1 FM - XHPLPM-FM - Grupo Radiofónico ZER - La Piedad, Michoacán",https://live.zuperdns.net/1961/stream,https://live.zuperdns.net/1961/stream,https://grupozer.mx/portada.php?id=500,https://cdn-profiles.tunein.com/s327478/images/logod.png,Mexico,MX,"Lázaro Cárdenas, Michoacán",MP3,64,20.344769034970003,-102.02998638153078,musica regionale messicana,,,spanish,
" EL LOBO DE MINA 100.9 (Minatitlán) - 100.9 FM - XHMTV-FM - Grupo Radio Mina - Minatitlán, Veracruz",https://streaming.servicioswebmx.com/8246/stream,https://streaming.servicioswebmx.com/8246/stream,http://www.gruporadiomina.com/,https://thumbnail.anii.io/mx/radio-el-lobo-de-mina-100-9-fm-veracruz-mexico.webp,Mexico,MX,"Minatitlán, Veracruz",MP3,96,17.99563680124332,-94.55709457397462,musica regionale messicana,,,spanish,
" EL VIEJÓN 98.3 (San Pedro) - 98.3 FM - XHBF-FM - GPS Media - San Pedro, Coahuila",https://stream.zeno.fm/pwezjsgefu9tv,https://stream-162.zeno.fm/pwezjsgefu9tv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJwd2V6anNnZWZ1OXR2IiwiaG9zdCI6InN0cmVhbS0xNjIuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiMXd2QUZyVmRSS2FVQmRsVXB4ZW42QSIsImlhdCI6MTc0OTk2NTcwMSwiZXhwIjoxNzQ5OTY1NzYxfQ.zwU33Q2G-CunBaw9Hzy0g0hv8XGtEQm23LdmolGn3BY,https://gpsmedia.com.mx/viejonsp/,https://static.mytuner.mobi/media/tvos_radios/746/la-poderosa-983-fm.1b5f0b73.png,Mexico,MX,"San Pedro, Coahuila",MP3,0,25.76124011418394,-102.98377990722656,musica regionale messicana,,,spanish,
" EL VIEJÓN 99.5 (Torreón) - 99.5 FM - XHGZ-FM - GPS Media - Torreón, Coahuila",http://stream.zeno.fm/lhvgzgkoofstv,http://stream-161.zeno.fm/lhvgzgkoofstv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJsaHZnemdrb29mc3R2IiwiaG9zdCI6InN0cmVhbS0xNjEuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiMGRKa2ltS3dTdEdWaFM1NElLUnJmdyIsImlhdCI6MTc1MDA1OTY3OCwiZXhwIjoxNzUwMDU5NzM4fQ.qwY81MSfVlcq5tzSMpsZRKPs4WnSDf6FB6PRGJ_-iiI,https://gpsmedia.com.mx/viejon/,https://thumbnail.anii.io/mx/radio-el-viejon-99-5-fm-torreon-mexico.webp,Mexico,MX,"Torreón, Coahuila",MP3,0,25.544669120523103,-103.41083049774171,musica regionale messicana,,,spanish,
" EL Y ELLA 103.7 (Celaya) - 103.7 FM - XHCEL-FM - Corporación Bajío Comunicaciones - Celaya, Guanajuato",https://radios.radiohd.com.mx/8272/stream,https://radios.radiohd.com.mx/8272/stream,https://elyella.mx/,https://i.iheart.com/v3/re/new_assets/624f5fa90315729495f3b501,Mexico,MX,"Celaya, Guanajuato",AAC+,64,20.522178818388227,-100.81440925598146,rock,,,spanish,
 ESPN 1320 - Sacramento,https://prod-54-167-220-243.amperwave.net/audacy-kifmamaac-llhlsc.m3u8,https://prod-54-167-220-243.amperwave.net/audacy-kifmamaac-llhlsc.m3u8,https://www.audacy.com/espn1320,https://images.radio.com/logos/KIFMAM.jpg,The United States Of America,US,California,AAC,128,38.59469162485525,-121.48681640625,,,"news,sports,talk",,
" ESTÉREO ROMANCE 100.7 (La Paz) - 100.7 FM - XHZPL-FM - Promomedios California - La Paz, Baja California",https://stream.zeno.fm/rkh7xul6uf8vv,https://stream-163.zeno.fm/rkh7xul6uf8vv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJya2g3eHVsNnVmOHZ2IiwiaG9zdCI6InN0cmVhbS0xNjMuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiaEpJS2UwWUxRX1dyTkdpZWpPbnd3dyIsImlhdCI6MTc1MDA2NTE3NCwiZXhwIjoxNzUwMDY1MjM0fQ.JUSPwUGEmHlLXGZWnzXBEY83aiFiMM-hUVOf0JMmTss,https://www.estereoromance.com/jp.html,https://radioenvivo.com.mx/uploads/img/estereo-romance-la-paz.png,Mexico,MX,"La Paz, Baja California Sur",AAC,0,24.16363300815872,-110.31586647033691,"ballads,pop",,,spanish,
" ESTÉREO TIEMPO 100.3 (Monclova) - 100.3 FM - XHTF-FM - Monclova, Coahuila",https://stream9.mexiserver.com/8246/stream,https://stream9.mexiserver.com/8246/stream,https://www.estereotiempo.com/,https://upload.wikimedia.org/wikipedia/en/9/9b/XHTF_100.3FM_logo_-_Edited_%281%29.png,Mexico,MX,"Monclova, Coahuila",MP3,64,26.90228792326377,-101.41797065734865,,,,spanish,
" ESTÉREO VIDA 93.1 (Ciudad del Carmen) - 93.1 FM - XHPEBS-FM - Ciudad del Carmen, Campeche",https://stream.zeno.fm/5y45gqtbcchvv,https://stream-158.zeno.fm/5y45gqtbcchvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiI1eTQ1Z3F0YmNjaHZ2IiwiaG9zdCI6InN0cmVhbS0xNTguemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiT3pnX3lhQk5RYW15UEg5TXY4MkpCQSIsImlhdCI6MTc1MDA0NTUwNiwiZXhwIjoxNzUwMDQ1NTY2fQ.j81GjSlji8tYpPU9zGw3eraq5I9hxEhpgGlMG1jOOfg,https://emisoraenvivo.com/mx/radio-estereo-vida-ciudad-del-carmen,https://thumbnail.anii.io/mx/radio-estereo-vida-93-1-fm-ciudad-del-carmen-mexico.webp,Mexico,MX,"Ciudad del Carmen, Campeche",MP3,0,18.6549899492837,-91.81488990783691,,,religion,spanish,
" EUFORIA 104.9 (Nuevo Casas Grandes) - 104.9 FM - XHNVG-FM - JB Multimedia - Nuevo Casas Grandes, Chihuahua",https://stream.zeno.fm/usrf978ub84tv,https://stream-147.zeno.fm/usrf978ub84tv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJ1c3JmOTc4dWI4NHR2IiwiaG9zdCI6InN0cmVhbS0xNDcuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiaWlneUZNc3ZTWi01a0I5Vkp2MVh2QSIsImlhdCI6MTc1MDA0Mzc4OSwiZXhwIjoxNzUwMDQzODQ5fQ.MYCZWNa5Cpp1kF48QLsvTdfmSn109eXK3ds1Sc95Bhw,https://nvg.gbmradio.com/,https://er.gbmradio.com/img/nvg.png,Mexico,MX,"Nuevo Casas Grandes, Chihuahua",MP3,0,30.41989069417373,-107.90651321411134,rock,,,spanish,
" EUFORIA 92.9 (Cuauhtémoc) - 92.9 FM - XHER-FM - JB Multimedia - Cuauhtémoc, Chihuahua",https://stream.zeno.fm/wvrc9yr2974tv,https://stream-141.zeno.fm/wvrc9yr2974tv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJ3dnJjOXlyMjk3NHR2IiwiaG9zdCI6InN0cmVhbS0xNDEuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiRDg0ejF4ODdTZ0txOWdHVm9WeTN4dyIsImlhdCI6MTc1MDAyNDE0MCwiZXhwIjoxNzUwMDI0MjAwfQ.DK1q6PWqhkzt1EaKIjv_gDvDpDru6BRkktP9eOKE1kU,https://er.gbmradio.com/,https://er.gbmradio.com/img/er.png?45,Mexico,MX,"Cuauhtémoc, Chihuahua",MP3,0,28.401331436556863,-106.86856269836426,rock,,,spanish,
" EUFORIA 98.5 (Parral) - 98.5 FM - XHJS-FM - VMedia Comunicaciones - Parral, Chihuahua",https://stream.zeno.fm/2ry52hly8bpvv,https://stream-178.zeno.fm/2ry52hly8bpvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiIycnk1MmhseThicHZ2IiwiaG9zdCI6InN0cmVhbS0xNzguemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoid1c3QXlveEZUOG01LWJKei1oQVpSQSIsImlhdCI6MTc1MDA2NDczNSwiZXhwIjoxNzUwMDY0Nzk1fQ.22Vpw6E3vQ7Yks9vtRlA0z8VyEOrcWLwodYq4PshD9M,https://www.vmediacomunicaciones.com/,"https://static.wixstatic.com/media/d8324b_ce385b7e3ddd460097e3443241f27ed9~mv2.png/v1/crop/x_244,y_246,w_764,h_726/fill/w_160,h_152,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/LOGO%20EUFORIA%20C.png",Mexico,MX,"Parral, Chihuahua",MP3,0,26.92993415533806,-105.6680488586426,rock,,,spanish,
" EXA FM 100.3 (Campeche) - 100.3 FM - XHMI-FM - NCS (Núcleo Comunicación del Sureste) - Campeche, Campeche",https://playerservices.streamtheworld.com/api/livestream-redirect/XHMIAAC.aac,https://27053.live.streamtheworld.com:443/XHMIAAC.aac,https://exafm.com/plaza/campeche/,https://cdn-profiles.tunein.com/s91430/images/logod.jpg,Mexico,MX,"Campeche, Campeche",AAC+,48,19.83950658302223,-90.51884651184083,"pop,rock",,,spanish,
" EXA FM 100.9 (Chihuahua) - 100.9 FM - XHLO-FM - Sistema Radio Lobo - Chihuahua, Chihuahua",https://playerservices.streamtheworld.com/api/livestream-redirect/XHLOAAC.aac,https://19313.live.streamtheworld.com:443/XHLOAAC.aac,https://exafm.com/plaza/chihuahua/,https://cdn-profiles.tunein.com/s248954/images/logod.png,Mexico,MX,"Chihuahua, Chihuahua",AAC+,64,28.63840143440068,-106.0745429992676,"hits,pop,rock",,,spanish,
" EXA FM 101.1 (GDL) - 101.1 FM - XHMA-FM - MVS Radio - Guadalajara, Jalisco",https://playerservices.streamtheworld.com/api/livestream-redirect/XHMAAAC.aac,https://14123.live.streamtheworld.com:443/XHMAAAC.aac,https://exafm.com/plaza/guadalajara/,https://cdn-profiles.tunein.com/s91377/images/logod.png,Mexico,MX,"Guadalajara, Jalisco",AAC+,48,20.672223898436787,-103.3392906188965,rock,,,spanish,
" EXA FM 101.1 (Monclova) - 101.1 FM - XHWGR-FM - NRT México - Monclova, Coahuila",https://5c001c2729b09.streamlock.net:4443/live/_definst_/exa.stream/playlist.m3u8,https://5c001c2729b09.streamlock.net:4443/live/_definst_/exa.stream/playlist.m3u8,https://exafm.com/plaza/monclova/,https://cdn-profiles.tunein.com/s91377/images/logod.png?t=638543181400000000,Mexico,MX,"Monclova, Coahuila",AAC,32,26.90198175466782,-101.41676902770998,"reggae / world,rock",,,spanish,
" EXA FM 101.3 (Durango) - 101.3 FM - XHCAV-FM - Armas Radio - Durango, Durango",https://stream9.mexiserver.com:8114/;,https://stream9.mexiserver.com:8114/;,https://exafm.com/plaza/durango/,https://cdn-profiles.tunein.com/s325065/images/logod.jpg,Mexico,MX,"Durango, Durango",MP3,128,24.023814532973155,-104.6576499938965,rock,,,spanish,
" EXA FM 101.7 (Culiacán) - 101.7 FM - XHESA-FM - Grupo RSN - Culiacán, Sinaloa",https://playerservices.streamtheworld.com/api/livestream-redirect/XHESAAAC.AAC,https://20603.live.streamtheworld.com:443/XHESAAAC.aac,https://exafm.com/plaza/culiacan/,https://thumbnail.anii.io/mx/radio-exa-fm-101-7-fm-culiacan-mexico.webp,Mexico,MX,"Culiacán, Sinaloa",AAC+,64,24.800998592437733,-107.39255905151369,"hits,rock",,,spanish,
" EXA FM 101.9 (Poza Rica) - 101.9 FM - XHRIC-FM - MVS Poza Rica (Estudio 101.9) - Poza Rica, Veracruz",https://playerservices.streamtheworld.com/api/livestream-redirect/XHRICAAC.aac,https://22203.live.streamtheworld.com:443/XHRICAAC.aac,https://exafm.com/plaza/poza-rica/,https://cdn-profiles.tunein.com/s90291/images/logod.jpg,Mexico,MX,"Poza Rica, Veracruz",AAC+,48,20.532888299345515,-97.4537515640259,"pop,rock",,,spanish,
" EXA FM 104.5 (Celaya) - 104.5 FM - XHZN-FM - TVR Comunicaciones - Celaya, Guanajuato",http://144.217.67.108:9148/;,http://144.217.67.108:9148/;,https://exafm.com/plaza/celaya/,https://cdn-profiles.tunein.com/s92121/images/logod.jpg,Mexico,MX,"Celaya, Guanajuato",MP3,80,20.522760342226263,-100.81402301788331,"pop,rock",,,spanish,
" EXA FM 89.3 (Morelia) - 89.3 FM - XHKW-FM - Grupo CB - Morelia, Michoacán",https://playerservices.streamtheworld.com/api/livestream-redirect/XHKWAAC.aac,https://14933.live.streamtheworld.com:443/XHKWAAC.aac,https://exafm.com/plaza/morelia/,https://cdn-profiles.tunein.com/s169173/images/logod.jpg,Mexico,MX,"Morelia, Michoacán",AAC+,64,19.70316521036226,-101.19309425354004,"hits,pop,rock",,,spanish,
" EXA FM 89.9 (La Piedad) - 89.9 FM - XHLP-FM - Guizar Comunicación Integral - La Piedad, Michoacán",https://stream.zeno.fm/fc7ydby53hhvv,https://stream-153.zeno.fm/fc7ydby53hhvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJmYzd5ZGJ5NTNoaHZ2IiwiaG9zdCI6InN0cmVhbS0xNTMuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiQ05leS1XOWZScG02TWNMZFRKRlNXdyIsImlhdCI6MTc1MDA1MzMxMCwiZXhwIjoxNzUwMDUzMzcwfQ.FaJlHNGB5DY5V58y3CDtSJ8yM_3uw2IYfI9cUJZJrdM,https://exafm.com/plaza/la-piedad/,https://cdn-profiles.tunein.com/s151580/images/logod.png,Mexico,MX,"La Piedad, Michoacán",AAC,0,20.345876838406618,-102.03045845031738,"pop,rock",,,spanish,
" EXA FM 89.9 (Puerto Vallarta) - 89.9 FM - XHCCBB-FM - Álica Medios - Puerto Vallarta, Jalisco",https://playerservices.streamtheworld.com/api/livestream-redirect/XHCCBB.mp3,https://18243.live.streamtheworld.com:443/XHCCBB.mp3,https://exafm.com/plaza/puerto-vallarta/,https://cdn-profiles.tunein.com/s323832/images/logod.jpg,Mexico,MX,"Puerto Vallarta, Jalisco",MP3,128,20.641903413542163,-105.22061347961429,"pop,rock",,,spanish,
